case_id,qid,condition,rank,docid,retrieval_score_raw,score,rel,doc_lang,snippet
CASE_0246,1085327,endpoint,1,4211066,0.6288,0.6288,0,vi,Cuộc đua diễn ra trên các con đường của trung tâm thành phố Long Beach bao quanh Trung tâm Hội nghị và Giải trí Long Beach. Vạch xuất phát / kết thúc nằm trên Shoreline Drive. Khu vực này sẽ bị phong tỏa nên chỉ những người có vé mới có thể tiếp cận các doanh nghiệp trong vòng.
CASE_0246,1085327,endpoint,2,5086664,0.6279,0.6279,0,vi,"Đường đua Aqueduct Đường đua Aqueduct, còn được gọi là Big A, là đường đua duy nhất ở Thành phố New York, chiếm 210 mẫu Anh trong Công viên Nam Ozone ở quận Queens. Trong ba năm qua, Hiệp hội Đua xe New York đã đầu tư hơn 14 triệu đô la Mỹ vào việc cải tiến vốn tại Aqueduct, thể hiện sự tập trung li"
CASE_0246,1085327,endpoint,3,5086667,0.6242,0.6242,0,vi,"Đường đua Aqueduct. Đường đua Aqueduct, còn được gọi là Big A, là đường đua duy nhất ở Thành phố New York, chiếm 210 mẫu Anh trong Công viên Nam Ozone ở quận Queens. Trong ba năm qua, Hiệp hội Đua xe New York đã đầu tư hơn 14 triệu đô la Mỹ vào việc cải tiến vốn tại Aqueduct, thể hiện sự tập trung l"
CASE_0246,1085327,endpoint,4,3310335,0.614,0.614,0,vi,"Công viên Đường đua Pittsburgh. Công viên Đường đua Pittsburgh là một con đường kéo dài 1/4 dặm nằm gần New Alexandria, Pennsylvania. Đường ray này dường như đang sử dụng một đường băng không hoạt động, một số nguồn cho thấy là Sân bay New Alexandria và một số nguồn khác cho thấy là Dunlea Airpark."
CASE_0246,1085327,endpoint,5,3915952,0.5964,0.5964,0,vi,"Công viên Ozone là một khu phố của Thành phố New York nằm ở quận Queens giáp với Woodhaven, Richmond Hill, Bãi biển Howard và quận Brooklyn. Đây là quê hương của Đường đua Aqueduct, khu vực lân cận có lịch sử chủ yếu là người Ý và Ailen. Công viên Ozone từng là trung tâm hoạt động của mafia cho đến"
CASE_0246,1085327,endpoint,6,5086672,0.5945,0.5945,0,vi,"Đường đua Aqueduct. Đường đua 1 Aqueduct, còn được gọi là Big A, là đường đua duy nhất ở Thành phố New York, chiếm 210 mẫu Anh trong Công viên Nam Ozone ở quận Queens. 2 Một trong những bổ sung mang tính biến đổi lớn nhất là việc khai trương Longshots, một trung tâm mô phỏng hiện đại và quán bar thể"
CASE_0246,1085327,endpoint,7,948070,0.5938,0.5938,0,vi,"Không phải tên chính xác như vậy, nhưng có những đường đua khác trong khu vực Los Angeles. Trong khi thiết kế bên ngoài của mặt tiền của đường đua dựa nhiều vào Rose Bowl ở Pasadena, bản thân đường đua này rất giống với Đường đua Auto Club Speedway, nằm ở Fontana, ngoại ô phía đông Los Angeles."
CASE_0246,1085327,endpoint,8,1849320,0.5903,0.5903,0,vi,"Đấu trường tọa lạc tại số 1280 Bollenbacher Dr., ngay gần Quốc lộ 3 về phía Nam về phía Tây. Đi về phía nam, rẽ phải trên Jefferson Parkway, đi một khối và rẽ trái vào Bollenbacher Dr. Đấu trường sẽ ở bên phải bạn. Đối với khúc côn cầu mở rộng thanh thiếu niên, TẤT CẢ thiết bị là BẮT BUỘC."
CASE_0246,1085327,endpoint,9,2958142,0.5884,0.5884,0,vi,"Cuộc diễu hành sẽ bắt đầu trên Broadway tại Đường 11, rẽ phải trên Đại lộ Grand, và phải trên Harrison đến Lakeside Drive, kết thúc ở Oak và tiến đến Trung tâm Hội nghị Henry J. Kaiser cho Cuộc đua. Người hâm mộ có thể bắt đầu xếp hàng cho Cuộc đua sớm nhất là 5:00 sáng tại Lakeshore và 12 Street."
CASE_0246,1085327,endpoint,10,8804225,0.584,0.584,0,vi,Nó nằm ở phía đông nam của quận trung tâm thành phố. Nó thường được coi là khu vực giáp với Đại lộ Hollywood ở phía Bắc với Đường 85 ở phía Nam; từ Đại lộ Line ở phía Đông đến Đường Linwood ở phía Tây.
