case_id,qid,set,metric_source,ndcg10_end,ndcg10_mix,delta_ndcg10,recall10_end,recall10_mix,delta_recall10,first_rel_rank50_end,first_rel_rank50_mix,overlap10,overlap50,best_rel_rank_shift,token_count_a,token_count_b,len_ratio,endpoint_cos,r,delta_perp,cos_to_a,cos_to_b,doc_lang_mismatch_rate10_end,doc_lang_mismatch_rate10_mix,ascii_ratio10_end,ascii_ratio10_mix,label,text_a,text_b
CASE_0245,1006509,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,19,1,2,22,-18.0,8,9,0.8888888888888888,0.6473205089569092,0.5,1.9028320252800768e-08,0.9075572931939735,0.9075573588698753,0.0,0.0,0.03573671926111532,0.20249089161767472,Unclassified,wann hat stimmungsvoller blues tage der zukunft vergangen,متى كانت موسيقى البلوز المزاجية تفعل أيام المستقبل الماضي
CASE_0245,1095542,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,30,1,3,26,-29.0,7,6,1.1666666666666667,0.6893160939216614,0.5,1.548783323812586e-08,0.9190527854750979,0.9190527854750979,0.0,0.0,0.0,0.016363636363636365,Unclassified,wie viel regen bekommt phoenix im jahr,كم تمطر طائر الفينيق في السنة
CASE_0245,1098102,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,11,1,7,42,-10.0,9,8,1.125,0.8736185431480408,0.5,9.461979644243002e-09,0.9678891226613813,0.9678890610792817,0.0,0.0,0.01316392585742431,0.03610764880114725,Unclassified,"Wie lange dauert es, bis Priority-Mail zugestellt wird?",كم من الوقت يستغرق تسليم البريد ذي الأولوية
CASE_0245,1098249,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,12,1,4,35,-11.0,10,9,1.1111111111111112,0.6957346615633166,0.5,1.5720917900807763e-08,0.9207971615980439,0.920797156471119,0.0,0.0,0.004891304347826087,0.015157333059987926,Unclassified,"Wie lange dauert es, bis Opiate aus dem Urin verschwinden?",كم من الوقت يستغرق مسح المواد الأفيونية من البول
CASE_0245,1098725,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,46,1,6,34,-45.0,8,5,1.6,0.6228389739990234,0.5,1.6168742789091084e-08,0.9007882698010861,0.9007882698010861,0.0,0.0,0.0,0.012169312169312168,TranslationDivergence,wie lange sind die tage auf der venus,كم هي الأيام على الزهرة
CASE_0245,168175,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,12,1,5,23,-11.0,6,6,1.0,0.7715394496917725,0.5,1.1393582965979476e-08,0.9411533955746744,0.9411533955746744,0.0,0.0,0.01603182132033339,0.0008475184945773182,Unclassified,"Hat die Polizei die Verantwortung, einzugreifen?",هل يتحمل تطبيق القانون مسؤولية التدخل؟
CASE_0245,21765,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,17,1,3,28,-16.0,4,6,0.6666666666666666,0.6061268448829651,0.5,1.7129675455862525e-08,0.896138147600132,0.8961380145745489,0.0,0.0,0.003947368421052632,0.007878787878787877,Unclassified,sind Comics ein Genre?,هي الكتب المصورة تعتبر نوعًا
CASE_0245,577167,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,13,1,3,8,-12.0,6,7,0.8571428571428571,0.6094659930149313,0.5,1.6740370867296406e-08,0.8970691125412467,0.8970691721458964,0.0,0.0,0.0069767441860465115,0.01476242263127509,Unclassified,Was soll man zur Totenwache anziehen,ما الذي من المفترض أن ترتديه للاستيقاظ
CASE_0245,661945,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,45,1,1,21,-44.0,11,11,1.0,0.8251600473928395,0.4999999573862753,4.6493568106598104e-08,0.9552905297577188,0.9552905865727441,0.0,0.0,0.0,0.00899977425874273,Unclassified,"Welche Lebensmittel sollten Sie vermeiden, um Ihr schlechtes LDL zu erhöhen?",ما هي الأطعمة التي يجب تجنبها لزيادة سوء التغذية الخاصة بك
CASE_0245,694560,best,evaluate_perquery,0.0,100.0,100.0,0.0,100.0,100.0,45,1,3,14,-44.0,7,6,1.1666666666666667,0.5420865143589088,0.5,1.9100008685768444e-08,0.8780907385027175,0.8780906788980687,0.0,0.0,0.01579511992061683,0.034053038062277656,Unclassified,Was ist eine Phalanx im antiken Griechenland?,ما هو كتيبة في اليونان القديمة؟
