case_id,qid,condition,rank,docid,retrieval_score_raw,score,rel,doc_lang,snippet
CASE_0245,1006509,endpoint,1,843122,0.6072,0.6072,0,ar,"""كانت موسيقى البلوز في يوم من الأيام طريقة حياة ، ومجموعة متنوعة من الموسيقى ، وحركة شعرية ، وحالة ذهنية ، وتقليد فولكلوري ، وموقف أخلاقي ، وحتى نوع من الأسلوب النقدي التلقائي البديهي (Garon ، 1978). يصور البلوز البعد """"العلماني"""" للتجربة السوداء."""
CASE_0245,1006509,endpoint,2,4944902,0.5997,0.5997,0,ar,مودي بلوز هي فرقة موسيقى الروك الإنجليزية. برزوا في البداية وهم يعزفون موسيقى الإيقاع والبلوز ، لكن ألبومهم الثاني ، أيام المستقبل مرت ، الذي تم إصداره في عام 1967 ، كان عبارة عن اندماج موسيقى الروك مع الموسيقى الكلاسيكية وجعلهم روادًا في تطوير موسيقى الروك التقدمي.
CASE_0245,1006509,endpoint,3,5024507,0.5938,0.5938,0,ar,موسيقى البلوز هي نوع موسيقي بدأ في أواخر القرن التاسع عشر (ستينيات القرن التاسع عشر - زمن الحرب الأهلية) يغنيه الأمريكيون الأفارقة المستعبدون. جنبا إلى جنب مع الروحانيات ، (أغاني العمل - بدايات bࢠ€Â¦lues) يعتبر البلوز هو الجذر الموسيقي للأميركيين الأفارقة.
CASE_0245,1006509,endpoint,4,8221646,0.5885,0.5885,0,ar,Next (Sound) Soul music هي نوع موسيقي يجمع بين موسيقى الإيقاع والبلوز وموسيقى الإنجيل ، وقد نشأت في أواخر الخمسينيات من القرن الماضي في الولايات المتحدة. نشأ الإيقاع والبلوز (مزيج من موسيقى البلوز والجاز) في الأربعينيات من القرن الماضي كمجموعات صغيرة من الموسيقيين الأمريكيين من أصل أفريقي في الغالب
CASE_0245,1006509,endpoint,5,2665944,0.585,0.585,0,ar,غالبًا ما سخر البلوز من الخرافات القديمة. كانت موسيقى البلوز هي الموسيقى التصويرية للتقدم الاجتماعي والتسامح ، وقد تحدت طغيان الكنيسة ، ولهذا السبب ، تم شيطنتها. كانت موسيقى البلوز ، البوهيمية الأصل ، مكروهة من قبل البرجوازية. لقد كان تهديدًا للحكمة الفيكتورية. بحلول العشرينات من القرن الماضي في ذرو
CASE_0245,1006509,endpoint,6,7976810,0.583,0.583,0,ar,البلوز كشكل موسيقي يضم الثلثين والسابع بالارض ، ربما عام 1895 (على الرغم من رسميًا عام 1912 ، في WC Handy's Memphis Blues) ؛ بمعنى الاكتئاب ، يعود انخفاض الروح المعنوية إلى عام 1741 ، من الصفة. أزرق منخفض الروح ، أواخر 14 ج.
CASE_0245,1006509,endpoint,7,4450179,0.5793,0.5793,0,ar,البلوز: أسلوب حزين للموسيقى العلمانية الأفريقية الأمريكية ، يعتمد على شكل موسيقي / شعري بسيط. دلتا. بدأ البلوز في أوائل القرن العشرين. موسيقى البلوز الكلاسيكية في أواخر عشرينيات القرن الماضي ؛ الإيقاع والبلوز في الأربعينيات. آلة نحاسية: أداة معدنية قوية ذات فوهة وأنبوب يجب نفخها.
CASE_0245,1006509,endpoint,8,2550361,0.5787,0.5787,0,ar,موسيقى البلوز ، موسيقى شعبية علمانية أنشأها الأمريكيون السود في أوائل القرن العشرين. منذ نشأتها في الجنوب ، أصبحت أشكال البلوز البسيطة ولكن التعبيرية بحلول الستينيات من القرن الماضي أحد أهم التأثيرات على تطور الموسيقى الشعبية في جميع أنحاء الولايات المتحدة. ميسيسيبي جون هيرت ، ج. 1965.
CASE_0245,1006509,endpoint,9,2989964,0.5777,0.5777,0,ar,كان Boogie Woogie أول موسيقى بيانو حصرية تصدر حتى الآن من موسيقى البلوز. كان Boogie Woogie ، وهو مصطلح يستخدم لوصف عزف البيانو البلوز الذي ازدهر تقريبًا بين عامي 1920 و 1945 ، موسيقى شائعة للغاية في المساكن. يصف كلا المصطلحين ظاهرة حدثت في المساكن المزدحمة في شيكاغو وديترويت ونيويورك ، وفي كل مدينة
CASE_0245,1006509,endpoint,10,5024498,0.5771,0.5771,0,ar,موسيقى البلوز هي نوع من الأغاني الشعبية التي نشأت بين الأمريكيين السود في بداية القرن العشرين. موسيقى البلوز لها صوت حزن من الاستخدام المتكرر لنوتات البلوز. ࢠÂâ موسيقى البلوز هي أيضًا حالة من الاكتئاب وهو الاسم الذي يطلق على كل من الشكل الموسيقي ونوع الموسيقى الذي تم إنشاؤه في أعماق الجنوب للولايات
