case_id,qid,set,metric_source,ndcg10_end,ndcg10_mix,delta_ndcg10,recall10_end,recall10_mix,delta_recall10,first_rel_rank50_end,first_rel_rank50_mix,overlap10,overlap50,best_rel_rank_shift,token_count_a,token_count_b,len_ratio,endpoint_cos,r,delta_perp,cos_to_a,cos_to_b,doc_lang_mismatch_rate10_end,doc_lang_mismatch_rate10_mix,ascii_ratio10_end,ascii_ratio10_mix,label,text_a,text_b
CASE_0001,599720,worst,evaluate_perquery,63.092975357145754,0.0,-63.092975357145754,100.0,0.0,-100.0,2,13,5,33,11.0,12,12,1.0,0.8008568764243649,0.2999999925173627,4.549763588101996e-08,0.9822308726919988,0.8990177127759729,0.0,0.0,0.6852791458931672,0.1266550037904531,RecallDrop,¿Qué complicación es un peligro potencial asociado con las infusiones intravenosas continuas?,与连续静脉输注相关的潜在危险是什么并发症？
CASE_0001,984948,worst,evaluate_perquery,100.0,43.06765580733931,-56.93234419266069,100.0,100.0,0.0,1,4,8,39,3.0,9,8,1.125,0.7180951497668207,0.30000001057176545,3.852799679293639e-08,0.9749642633190632,0.8548686563669877,0.0,0.0,0.9732319168327738,0.9742288022610275,RankDrop,¿Por qué me hormiguean los nervios de la nariz?,为什么我鼻子里的神经发麻
CASE_0001,1033927,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,9,33,2.0,14,9,1.5555555555555556,0.7671657065847938,0.30000003839939055,4.6978712475720386e-08,0.9792625893829292,0.8812112860422985,0.0,0.0,0.9697215531816878,0.6799037096036706,TranslationDivergence,¿Cuál es el propósito de un modelo conceptual para la práctica avanzada de enfermería?,高级实践护理概念模型的目的是什么
CASE_0001,193422,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,7,30,2.0,9,6,1.5,0.5986144899496132,0.30000000371243096,3.626066202855327e-08,0.964645618483835,0.7885648035386998,0.0,0.0,0.7431309903655305,0.5888058234537299,RankDrop,precio del gas en el monte de galaad oh,吉列山的汽油价格哦
CASE_0001,408945,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,9,37,2.0,8,8,1.0,0.7294184404264951,0.2999999889858283,4.341008619235254e-08,0.9759532606072393,0.8609912976479179,0.0,0.0,0.5177324560167615,0.4192687393973908,RankDrop,¿Dylan O'Brien es pariente de Adam Brody?,迪伦·奥布莱恩和亚当·布罗迪有关系吗
CASE_0001,414733,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,10,45,2.0,12,10,1.2,0.8567619238353922,0.29999998959692453,3.920525060152613e-08,0.9871835560750163,0.9280830316939188,0.0,0.0,0.9668855873003167,0.7788034225758451,RankDrop,¿Es la ley en California que su hijo tiene que ser vacunado?,加州法律规定您的孩子必须接种疫苗吗
CASE_0001,619805,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,8,37,2.0,8,9,0.8888888888888888,0.8447835445404053,0.29999999039975606,3.9988758970821436e-08,0.9861197786419313,0.9219048058215887,0.0,0.0,0.8619180925697156,0.4271435812442734,RankDrop,¿Qué obtuvieron los ganadores del maratón de boston 2016?,2016 年波士顿马拉松赛获胜者得到了什么
CASE_0001,809798,worst,evaluate_perquery,100.0,50.0,-50.0,100.0,100.0,0.0,1,3,7,37,2.0,10,7,1.4285714285714286,0.6763244271278381,0.3,4.109217854875169e-08,0.9713313052305392,0.8320479911798496,0.0,0.0,0.9811431362818869,0.6988162022489448,RankDrop,¿Cuál es el nombre del mayordomo en la familia Addams?,亚当斯家族的管家叫什么名字
CASE_0001,337190,worst,evaluate_perquery,43.06765580733931,0.0,-43.06765580733931,100.0,0.0,-100.0,4,20,8,39,16.0,6,7,0.8571428571428571,0.8069626092910767,0.30000001543862564,3.5728646707866574e-08,0.9827702137634593,0.9022208294238603,0.0,0.0,0.2330952295052365,0.041276336571267766,RecallDrop,cuantos años para beber en iowa,在爱荷华州喝酒多少岁
CASE_0001,1005949,worst,evaluate_perquery,38.68528072345416,0.0,-38.68528072345416,100.0,0.0,-100.0,5,11,9,32,6.0,7,6,1.1666666666666667,0.5243139266967773,0.3000000125302441,3.2953789030898406e-08,0.9583572344988351,0.745651997919774,0.0,0.0,0.9096285833852379,0.8627384844512707,RecallDrop,cuando salió el troll de la película,电影巨魔什么时候出来的
